date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:54:07	135288/135288	---M--	200	added ('OK')	image/jpeg	etag:%22639af7b1-21078%22	https://themewagon.github.io/devfolio/img/overlay-bg.jpg	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/img/overlay-bg.jpg	(from https://themewagon.github.io/devfolio/)
08:54:07	23227/23227	---M--	200	added ('OK')	image/jpeg	etag:%22639af7b1-5abb%22	https://themewagon.github.io/devfolio/img/testimonial-4.jpg	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/img/testimonial-4.jpg	(from https://themewagon.github.io/devfolio/)
08:54:08	16377/16377	---M-Z	200	added ('OK')	text/html	etag:W/%22639af7b1-3ff9%22	https://themewagon.github.io/devfolio/blog-single.html	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/blog-single.html	(from https://themewagon.github.io/devfolio/)
08:54:08	155430/155430	---M--	200	added ('OK')	image/jpeg	etag:%22639af7b1-25f26%22	https://themewagon.github.io/devfolio/img/post-1.jpg	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/img/post-1.jpg	(from https://themewagon.github.io/devfolio/)
08:54:08	133730/133730	---M--	200	added ('OK')	image/jpeg	etag:%22639af7b1-20a62%22	https://themewagon.github.io/devfolio/img/post-2.jpg	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/img/post-2.jpg	(from https://themewagon.github.io/devfolio/)
08:54:08	126156/126156	---M--	200	added ('OK')	image/jpeg	etag:%22639af7b1-1eccc%22	https://themewagon.github.io/devfolio/img/post-3.jpg	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/img/post-3.jpg	(from https://themewagon.github.io/devfolio/)
08:54:08	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-1538f%22	https://themewagon.github.io/devfolio/lib/jquery/jquery.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/jquery/jquery.min.js	(from https://themewagon.github.io/devfolio/)
08:54:09	7083/7083	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-1bab%22	https://themewagon.github.io/devfolio/lib/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/jquery/jquery-migrate.min.js	(from https://themewagon.github.io/devfolio/)
08:54:09	20973/20973	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-51ed%22	https://themewagon.github.io/devfolio/lib/popper/popper.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/popper/popper.min.js	(from https://themewagon.github.io/devfolio/)
08:54:09	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-c75f%22	https://themewagon.github.io/devfolio/lib/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/bootstrap/js/bootstrap.min.js	(from https://themewagon.github.io/devfolio/)
08:54:09	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-8fe%22	https://themewagon.github.io/devfolio/lib/easing/easing.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/easing/easing.min.js	(from https://themewagon.github.io/devfolio/)
08:54:10	8833/8833	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-2281%22	https://themewagon.github.io/devfolio/lib/counterup/jquery.waypoints.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/counterup/jquery.waypoints.min.js	(from https://themewagon.github.io/devfolio/)
08:54:10	4747/4747	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-128b%22	https://themewagon.github.io/devfolio/lib/counterup/jquery.counterup.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/counterup/jquery.counterup.js	(from https://themewagon.github.io/devfolio/)
08:54:10	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-ad36%22	https://themewagon.github.io/devfolio/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/devfolio/)
08:54:10	9418/9418	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-24ca%22	https://themewagon.github.io/devfolio/lib/lightbox/js/lightbox.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/devfolio/)
08:54:11	11461/11461	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-2cc5%22	https://themewagon.github.io/devfolio/lib/typed/typed.min.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/typed/typed.min.js	(from https://themewagon.github.io/devfolio/)
08:54:11	3257/3257	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-cb9%22	https://themewagon.github.io/devfolio/contactform/contactform.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/contactform/contactform.js	(from https://themewagon.github.io/devfolio/)
08:54:11	2898/2898	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639af7b1-b52%22	https://themewagon.github.io/devfolio/js/main.js	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/js/main.js	(from https://themewagon.github.io/devfolio/)
08:54:12	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639af7b1-2876e%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:12	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639af7b1-2876e%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:12	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22639af7b1-12d68%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:13	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22639af7b1-17ee8%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:13	165548/165548	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639af7b1-286ac%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:13	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639af7b1-6c7db%22	https://themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://themewagon.github.io/devfolio/lib/font-awesome/css/font-awesome.min.css)
08:54:14	120724/120724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639af7b1-1d794%22	https://themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons28b5.eot	(from https://themewagon.github.io/devfolio/lib/ionicons/css/ionicons.min.css)
08:54:14	188508/188508	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639af7b1-2e05c%22	https://themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons28b5.ttf	(from https://themewagon.github.io/devfolio/lib/ionicons/css/ionicons.min.css)
08:54:14	67904/67904	---M--	200	added ('OK')	font/woff	etag:%22639af7b1-10940%22	https://themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons28b5.woff	(from https://themewagon.github.io/devfolio/lib/ionicons/css/ionicons.min.css)
08:54:15	333834/333834	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639af7b1-5180a%22	https://themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/ionicons/fonts/ionicons28b5.svg	(from https://themewagon.github.io/devfolio/lib/ionicons/css/ionicons.min.css)
08:54:15	4976/4976	---M--	200	added ('OK')	image/png	etag:%22639af7b1-1370%22	https://themewagon.github.io/devfolio/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/devfolio/lib/owlcarousel/assets/owl.carousel.min.css)
08:54:15	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22639af7b1-211c%22	https://themewagon.github.io/devfolio/lib/lightbox/images/loading.gif	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/devfolio/lib/lightbox/css/lightbox.min.css)
08:54:15	32192/32192	---M-Z	200	added ('OK')	text/html	etag:W/%22639af7b1-7dc0%22	https://themewagon.github.io/devfolio/index.html	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/index-2.html	(from https://themewagon.github.io/devfolio/blog-single.html)
08:54:16	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://themewagon.github.io/devfolio/3	C:/My%20Web%20Sites/Portfolio/themewagon.github.io/devfolio/3	(from https://themewagon.github.io/devfolio/blog-single.html)
